len_payload,num_special_chars,has_http,num_script_tags,num_iframe_tags,num_img_tags,num_svg_tags,num_body_tags,has_javascript_protocol,has_alert,has_onerror,has_onload,has_onmouseover,has_onclick,has_eval,Label
113,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
43,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
83,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
57,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
47,8,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0
93,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
48,8,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0
39,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0
62,8,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0
55,10,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0
22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
54,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
68,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
324,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
172,18,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
18,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
34,8,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0
14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
44,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
40,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
93,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
55,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
80,8,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0
233,32,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
45,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
59,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
